NCBI GeneID,Symbol,Description,Taxonomic Name,Gene Type,Ensembl GeneIDs
4267,CD99,CD99 molecule (Xg blood group),Homo sapiens,PROTEIN_CODING,"ENSG00000002586,ENSG00000292348"
4647,MYO7A,myosin VIIA,Homo sapiens,PROTEIN_CODING,ENSG00000137474
4654,MYOD1,myogenic differentiation 1,Homo sapiens,PROTEIN_CODING,ENSG00000129152
4690,NCK1,NCK adaptor protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000158092
4751,NEK2,NIMA related kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000117650
477,ATP1A2,ATPase Na+/K+ transporting subunit alpha 2,Homo sapiens,PROTEIN_CODING,ENSG00000018625
4928,NUP98,nucleoporin 98 and 96 precursor,Homo sapiens,PROTEIN_CODING,ENSG00000110713
5062,PAK2,p21 (RAC1) activated kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000180370
5074,PAWR,pro-apoptotic WT1 regulator,Homo sapiens,PROTEIN_CODING,ENSG00000177425
51280,GOLM1,golgi membrane protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000135052
51343,FZR1,fizzy and cell division cycle 20 related 1,Homo sapiens,PROTEIN_CODING,ENSG00000105325
5251,PHEX,phosphate regulating endopeptidase X-linked,Homo sapiens,PROTEIN_CODING,ENSG00000102174
5337,PLD1,phospholipase D1,Homo sapiens,PROTEIN_CODING,ENSG00000075651
54567,DLL4,delta like canonical Notch ligand 4,Homo sapiens,PROTEIN_CODING,ENSG00000128917
55937,APOM,apolipoprotein M,Homo sapiens,PROTEIN_CODING,ENSG00000204444
563,AZGP1,"alpha-2-glycoprotein 1, zinc-binding",Homo sapiens,PROTEIN_CODING,ENSG00000160862
5710,PSMD4,"proteasome 26S subunit ubiquitin receptor, non-ATPase 4",Homo sapiens,PROTEIN_CODING,ENSG00000159352
5726,TAS2R38,taste 2 receptor member 38,Homo sapiens,PROTEIN_CODING,ENSG00000257138
5903,RANBP2,RAN binding protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000153201
5966,REL,"REL proto-oncogene, NF-kB subunit",Homo sapiens,PROTEIN_CODING,ENSG00000162924
5976,UPF1,UPF1 RNA helicase and ATPase,Homo sapiens,PROTEIN_CODING,ENSG00000005007
5997,RGS2,regulator of G protein signaling 2,Homo sapiens,PROTEIN_CODING,ENSG00000116741
6121,RPE65,retinoid isomerohydrolase RPE65,Homo sapiens,PROTEIN_CODING,ENSG00000116745
6240,RRM1,ribonucleotide reductase catalytic subunit M1,Homo sapiens,PROTEIN_CODING,ENSG00000167325
6580,SLC22A1,solute carrier family 22 member 1,Homo sapiens,PROTEIN_CODING,ENSG00000175003
6613,SUMO2,small ubiquitin like modifier 2,Homo sapiens,PROTEIN_CODING,ENSG00000188612
6708,SPTA1,"spectrin alpha, erythrocytic 1",Homo sapiens,PROTEIN_CODING,ENSG00000163554
6773,STAT2,signal transducer and activator of transcription 2,Homo sapiens,PROTEIN_CODING,ENSG00000170581
6872,TAF1,TATA-box binding protein associated factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000147133
7051,TGM1,transglutaminase 1,Homo sapiens,PROTEIN_CODING,ENSG00000092295
7074,TIAM1,TIAM Rac1 associated GEF 1,Homo sapiens,PROTEIN_CODING,ENSG00000156299
7094,TLN1,talin 1,Homo sapiens,PROTEIN_CODING,ENSG00000137076
712,C1QA,complement C1q A chain,Homo sapiens,PROTEIN_CODING,ENSG00000173372
7178,TPT1,"tumor protein, translationally-controlled 1",Homo sapiens,PROTEIN_CODING,ENSG00000133112
7185,TRAF1,TNF receptor associated factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000056558
7334,UBE2N,ubiquitin conjugating enzyme E2 N,Homo sapiens,PROTEIN_CODING,ENSG00000177889
7391,USF1,upstream transcription factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000158773
7399,USH2A,usherin,Homo sapiens,PROTEIN_CODING,ENSG00000042781
7432,VIP,vasoactive intestinal peptide,Homo sapiens,PROTEIN_CODING,ENSG00000146469
7704,ZBTB16,zinc finger and BTB domain containing 16,Homo sapiens,PROTEIN_CODING,ENSG00000109906
7846,TUBA1A,tubulin alpha 1a,Homo sapiens,PROTEIN_CODING,ENSG00000167552
79444,BIRC7,baculoviral IAP repeat containing 7,Homo sapiens,PROTEIN_CODING,ENSG00000101197
8061,FOSL1,"FOS like 1, AP-1 transcription factor subunit",Homo sapiens,PROTEIN_CODING,ENSG00000175592
825,CAPN3,calpain 3,Homo sapiens,PROTEIN_CODING,ENSG00000092529
835,CASP2,caspase 2,Homo sapiens,PROTEIN_CODING,ENSG00000106144
8359,H4C1,H4 clustered histone 1,Homo sapiens,PROTEIN_CODING,ENSG00000278637
83990,BRIP1,BRCA1 interacting helicase 1,Homo sapiens,PROTEIN_CODING,ENSG00000136492
8529,CYP4F2,cytochrome P450 family 4 subfamily F member 2,Homo sapiens,PROTEIN_CODING,ENSG00000186115
859,CAV3,caveolin 3,Homo sapiens,PROTEIN_CODING,ENSG00000182533
8647,ABCB11,ATP binding cassette subfamily B member 11,Homo sapiens,PROTEIN_CODING,ENSG00000073734
87,ACTN1,actinin alpha 1,Homo sapiens,PROTEIN_CODING,ENSG00000072110
8766,RAB11A,"RAB11A, member RAS oncogene family",Homo sapiens,PROTEIN_CODING,ENSG00000103769
90,ACVR1,activin A receptor type 1,Homo sapiens,PROTEIN_CODING,ENSG00000115170
9290,GPR55,G protein-coupled receptor 55,Homo sapiens,PROTEIN_CODING,ENSG00000135898
930,CD19,CD19 molecule,Homo sapiens,PROTEIN_CODING,ENSG00000177455
9353,SLIT2,slit guidance ligand 2,Homo sapiens,PROTEIN_CODING,ENSG00000145147
9536,PTGES,prostaglandin E synthase,Homo sapiens,PROTEIN_CODING,ENSG00000148344
9588,PRDX6,peroxiredoxin 6,Homo sapiens,PROTEIN_CODING,ENSG00000117592
9619,ABCG1,ATP binding cassette subfamily G member 1,Homo sapiens,PROTEIN_CODING,ENSG00000160179
9641,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,Homo sapiens,PROTEIN_CODING,ENSG00000263528
977,CD151,CD151 molecule (Raph blood group),Homo sapiens,PROTEIN_CODING,ENSG00000177697
9780,PIEZO1,piezo type mechanosensitive ion channel component 1 (Er blood group),Homo sapiens,PROTEIN_CODING,ENSG00000103335
1001,CDH3,cadherin 3,Homo sapiens,PROTEIN_CODING,ENSG00000062038
10298,PAK4,p21 (RAC1) activated kinase 4,Homo sapiens,PROTEIN_CODING,ENSG00000130669
10456,HAX1,HCLS1 associated protein X-1,Homo sapiens,PROTEIN_CODING,ENSG00000143575
1066,CES1,carboxylesterase 1,Homo sapiens,PROTEIN_CODING,ENSG00000198848
11197,WIF1,WNT inhibitory factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000156076
1374,CPT1A,carnitine palmitoyltransferase 1A,Homo sapiens,PROTEIN_CODING,ENSG00000110090
1421,CRYGD,crystallin gamma D,Homo sapiens,PROTEIN_CODING,ENSG00000118231
1495,CTNNA1,catenin alpha 1,Homo sapiens,PROTEIN_CODING,ENSG00000044115
1583,CYP11A1,cytochrome P450 family 11 subfamily A member 1,Homo sapiens,PROTEIN_CODING,ENSG00000140459
1630,DCC,DCC netrin 1 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000187323
1717,DHCR7,7-dehydrocholesterol reductase,Homo sapiens,PROTEIN_CODING,ENSG00000172893
1736,DKC1,dyskerin pseudouridine synthase 1,Homo sapiens,PROTEIN_CODING,ENSG00000130826
1896,EDA,ectodysplasin A,Homo sapiens,PROTEIN_CODING,ENSG00000158813
1948,EFNB2,ephrin B2,Homo sapiens,PROTEIN_CODING,ENSG00000125266
2010,EMD,emerin,Homo sapiens,PROTEIN_CODING,ENSG00000102119
201163,FLCN,folliculin,Homo sapiens,PROTEIN_CODING,ENSG00000154803
2053,EPHX2,epoxide hydrolase 2,Homo sapiens,PROTEIN_CODING,ENSG00000120915
2274,FHL2,four and a half LIM domains 2,Homo sapiens,PROTEIN_CODING,ENSG00000115641
23385,NCSTN,nicastrin,Homo sapiens,PROTEIN_CODING,ENSG00000162736
23600,AMACR,alpha-methylacyl-CoA racemase,Homo sapiens,PROTEIN_CODING,ENSG00000242110
24145,PANX1,pannexin 1,Homo sapiens,PROTEIN_CODING,ENSG00000110218
2550,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,Homo sapiens,PROTEIN_CODING,ENSG00000204681
255239,ANKK1,ankyrin repeat and kinase domain containing 1,Homo sapiens,PROTEIN_CODING,ENSG00000170209
2554,GABRA1,gamma-aminobutyric acid type A receptor subunit alpha1,Homo sapiens,PROTEIN_CODING,ENSG00000022355
2571,GAD1,glutamate decarboxylase 1,Homo sapiens,PROTEIN_CODING,ENSG00000128683
259,AMBP,alpha-1-microglobulin/bikunin precursor,Homo sapiens,PROTEIN_CODING,ENSG00000106927
2720,GLB1,galactosidase beta 1,Homo sapiens,PROTEIN_CODING,ENSG00000170266
27429,HTRA2,HtrA serine peptidase 2,Homo sapiens,PROTEIN_CODING,ENSG00000115317
2744,GLS,glutaminase,Homo sapiens,PROTEIN_CODING,ENSG00000115419
2770,GNAI1,G protein subunit alpha i1,Homo sapiens,PROTEIN_CODING,ENSG00000127955
2911,GRM1,glutamate metabotropic receptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000152822
3020,H3-3A,H3.3 histone A,Homo sapiens,PROTEIN_CODING,ENSG00000163041
3045,HBD,hemoglobin subunit delta,Homo sapiens,PROTEIN_CODING,ENSG00000223609
3248,HPGD,15-hydroxyprostaglandin dehydrogenase,Homo sapiens,PROTEIN_CODING,ENSG00000164120
3398,ID2,inhibitor of DNA binding 2,Homo sapiens,PROTEIN_CODING,ENSG00000115738
3492,IGH,immunoglobulin heavy locus,Homo sapiens,PROTEIN_CODING,
3562,IL3,interleukin 3,Homo sapiens,PROTEIN_CODING,ENSG00000164399
3604,TNFRSF9,TNF receptor superfamily member 9,Homo sapiens,PROTEIN_CODING,ENSG00000049249
3609,ILF3,interleukin enhancer binding factor 3,Homo sapiens,PROTEIN_CODING,ENSG00000129351
3738,KCNA3,potassium voltage-gated channel subfamily A member 3,Homo sapiens,PROTEIN_CODING,ENSG00000177272
3816,KLK1,kallikrein 1,Homo sapiens,PROTEIN_CODING,ENSG00000167748
3981,LIG4,DNA ligase 4,Homo sapiens,PROTEIN_CODING,ENSG00000174405
4068,SH2D1A,SH2 domain containing 1A,Homo sapiens,PROTEIN_CODING,ENSG00000183918
4069,LYZ,lysozyme,Homo sapiens,PROTEIN_CODING,ENSG00000090382
412,STS,steroid sulfatase,Homo sapiens,PROTEIN_CODING,ENSG00000101846
4502,MT2A,metallothionein 2A,Homo sapiens,PROTEIN_CODING,ENSG00000125148
4535,MT-ND1,NADH dehydrogenase subunit 1,Homo sapiens,PROTEIN_CODING,
4638,MYLK,myosin light chain kinase,Homo sapiens,PROTEIN_CODING,ENSG00000065534
4738,NEDD8,NEDD8 ubiquitin like modifier,Homo sapiens,PROTEIN_CODING,ENSG00000129559
4739,NEDD9,"neural precursor cell expressed, developmentally down-regulated 9",Homo sapiens,PROTEIN_CODING,ENSG00000111859
4841,NONO,non-POU domain containing octamer binding,Homo sapiens,PROTEIN_CODING,ENSG00000147140
4926,NUMA1,nuclear mitotic apparatus protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000137497
5029,P2RY2,purinergic receptor P2Y2,Homo sapiens,PROTEIN_CODING,ENSG00000175591
5034,P4HB,prolyl 4-hydroxylase subunit beta,Homo sapiens,PROTEIN_CODING,ENSG00000185624
50848,F11R,F11 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000158769
51083,GAL,galanin and GMAP prepropeptide,Homo sapiens,PROTEIN_CODING,ENSG00000069482
52,ACP1,acid phosphatase 1,Homo sapiens,PROTEIN_CODING,ENSG00000143727
5338,PLD2,phospholipase D2,Homo sapiens,PROTEIN_CODING,ENSG00000129219
5339,PLEC,plectin,Homo sapiens,PROTEIN_CODING,ENSG00000178209
5360,PLTP,phospholipid transfer protein,Homo sapiens,PROTEIN_CODING,ENSG00000100979
54205,CYCS,"cytochrome c, somatic",Homo sapiens,PROTEIN_CODING,ENSG00000172115
54901,CDKAL1,CDK5 regulatory subunit associated protein 1 like 1,Homo sapiens,PROTEIN_CODING,ENSG00000145996
5518,PPP2R1A,protein phosphatase 2 scaffold subunit Aalpha,Homo sapiens,PROTEIN_CODING,ENSG00000105568
5582,PRKCG,protein kinase C gamma,Homo sapiens,PROTEIN_CODING,ENSG00000126583
55869,HDAC8,histone deacetylase 8,Homo sapiens,PROTEIN_CODING,ENSG00000147099
55894,DEFB103B,defensin beta 103B,Homo sapiens,PROTEIN_CODING,ENSG00000177243
5592,PRKG1,protein kinase cGMP-dependent 1,Homo sapiens,PROTEIN_CODING,ENSG00000185532
5605,MAP2K2,mitogen-activated protein kinase kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000126934
5629,PROX1,prospero homeobox 1,Homo sapiens,PROTEIN_CODING,ENSG00000117707
5660,PSAP,prosaposin,Homo sapiens,PROTEIN_CODING,ENSG00000197746
5697,PYY,peptide YY,Homo sapiens,PROTEIN_CODING,ENSG00000131096
57016,AKR1B10,aldo-keto reductase family 1 member B10,Homo sapiens,PROTEIN_CODING,ENSG00000198074
5730,PTGDS,prostaglandin D2 synthase,Homo sapiens,PROTEIN_CODING,ENSG00000107317
5732,PTGER2,prostaglandin E receptor 2,Homo sapiens,PROTEIN_CODING,ENSG00000125384
57674,RNF213,ring finger protein 213,Homo sapiens,PROTEIN_CODING,ENSG00000173821
5817,PVR,PVR cell adhesion molecule,Homo sapiens,PROTEIN_CODING,ENSG00000073008
5873,RAB27A,"RAB27A, member RAS oncogene family",Homo sapiens,PROTEIN_CODING,ENSG00000069974
5896,RAG1,recombination activating 1,Homo sapiens,PROTEIN_CODING,ENSG00000166349
5971,RELB,"RELB proto-oncogene, NF-kB subunit",Homo sapiens,PROTEIN_CODING,ENSG00000104856
6097,RORC,RAR related orphan receptor C,Homo sapiens,PROTEIN_CODING,ENSG00000143365
6195,RPS6KA1,ribosomal protein S6 kinase A1,Homo sapiens,PROTEIN_CODING,ENSG00000117676
6241,RRM2,ribonucleotide reductase regulatory subunit M2,Homo sapiens,PROTEIN_CODING,ENSG00000171848
6277,S100A6,S100 calcium binding protein A6,Homo sapiens,PROTEIN_CODING,ENSG00000197956
6326,SCN2A,sodium voltage-gated channel alpha subunit 2,Homo sapiens,PROTEIN_CODING,ENSG00000136531
6338,SCNN1B,sodium channel epithelial 1 subunit beta,Homo sapiens,PROTEIN_CODING,ENSG00000168447
6385,SDC4,syndecan 4,Homo sapiens,PROTEIN_CODING,ENSG00000124145
6421,SFPQ,splicing factor proline and glutamine rich,Homo sapiens,PROTEIN_CODING,ENSG00000116560
6440,SFTPC,surfactant protein C,Homo sapiens,PROTEIN_CODING,ENSG00000168484
6495,SIX1,SIX homeobox 1,Homo sapiens,PROTEIN_CODING,ENSG00000126778
654,BMP6,bone morphogenetic protein 6,Homo sapiens,PROTEIN_CODING,ENSG00000153162
6608,SMO,"smoothened, frizzled class receptor",Homo sapiens,PROTEIN_CODING,ENSG00000128602
6664,SOX11,SRY-box transcription factor 11,Homo sapiens,PROTEIN_CODING,ENSG00000176887
6768,ST14,ST14 transmembrane serine protease matriptase,Homo sapiens,PROTEIN_CODING,ENSG00000149418
6770,STAR,steroidogenic acute regulatory protein,Homo sapiens,PROTEIN_CODING,ENSG00000147465
6781,STC1,stanniocalcin 1,Homo sapiens,PROTEIN_CODING,ENSG00000159167
6789,STK4,serine/threonine kinase 4,Homo sapiens,PROTEIN_CODING,ENSG00000101109
6804,STX1A,syntaxin 1A,Homo sapiens,PROTEIN_CODING,ENSG00000106089
6910,TBX5,T-box transcription factor 5,Homo sapiens,PROTEIN_CODING,ENSG00000089225
6948,TCN2,transcobalamin 2,Homo sapiens,PROTEIN_CODING,ENSG00000185339
70,ACTC1,actin alpha cardiac muscle 1,Homo sapiens,PROTEIN_CODING,ENSG00000159251
7049,TGFBR3,transforming growth factor beta receptor 3,Homo sapiens,PROTEIN_CODING,ENSG00000069702
7083,TK1,thymidine kinase 1,Homo sapiens,PROTEIN_CODING,ENSG00000167900
7170,TPM3,tropomyosin 3,Homo sapiens,PROTEIN_CODING,ENSG00000143549
7222,TRPC3,transient receptor potential cation channel subfamily C member 3,Homo sapiens,PROTEIN_CODING,ENSG00000138741
7307,U2AF1,U2 small nuclear RNA auxiliary factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000160201
7376,NR1H2,nuclear receptor subfamily 1 group H member 2,Homo sapiens,PROTEIN_CODING,ENSG00000131408
7942,TFEB,transcription factor EB,Homo sapiens,PROTEIN_CODING,ENSG00000112561
79648,MCPH1,microcephalin 1,Homo sapiens,PROTEIN_CODING,ENSG00000147316
815,CAMK2A,calcium/calmodulin dependent protein kinase II alpha,Homo sapiens,PROTEIN_CODING,ENSG00000070808
8243,SMC1A,structural maintenance of chromosomes 1A,Homo sapiens,PROTEIN_CODING,ENSG00000072501
8313,AXIN2,axin 2,Homo sapiens,PROTEIN_CODING,ENSG00000168646
85358,SHANK3,SH3 and multiple ankyrin repeat domains 3,Homo sapiens,PROTEIN_CODING,ENSG00000251322
8554,PIAS1,protein inhibitor of activated STAT 1,Homo sapiens,PROTEIN_CODING,ENSG00000033800
8650,NUMB,NUMB endocytic adaptor protein,Homo sapiens,PROTEIN_CODING,ENSG00000133961
885,CCK,cholecystokinin,Homo sapiens,PROTEIN_CODING,ENSG00000187094
8915,BCL10,BCL10 immune signaling adaptor,Homo sapiens,PROTEIN_CODING,ENSG00000142867
896,CCND3,cyclin D3,Homo sapiens,PROTEIN_CODING,ENSG00000112576
9378,NRXN1,neurexin 1,Homo sapiens,PROTEIN_CODING,ENSG00000179915
9734,HDAC9,histone deacetylase 9,Homo sapiens,PROTEIN_CODING,ENSG00000048052
9846,GAB2,GRB2 associated binding protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000033327
990,CDC6,cell division cycle 6,Homo sapiens,PROTEIN_CODING,ENSG00000094804
9965,FGF19,fibroblast growth factor 19,Homo sapiens,PROTEIN_CODING,ENSG00000162344
10014,HDAC5,histone deacetylase 5,Homo sapiens,PROTEIN_CODING,ENSG00000108840
10075,HUWE1,"HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1",Homo sapiens,PROTEIN_CODING,ENSG00000086758
101180976,IFNL4,interferon lambda 4 (gene/pseudogene),Homo sapiens,PROTEIN_CODING,ENSG00000272395
10131,TRAP1,TNF receptor associated protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000126602
10159,ATP6AP2,ATPase H+ transporting accessory protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000182220
10165,SLC25A13,solute carrier family 25 member 13,Homo sapiens,PROTEIN_CODING,ENSG00000004864
10452,TOMM40,translocase of outer mitochondrial membrane 40,Homo sapiens,PROTEIN_CODING,ENSG00000130204
10468,FST,follistatin,Homo sapiens,PROTEIN_CODING,ENSG00000134363
10498,CARM1,coactivator associated arginine methyltransferase 1,Homo sapiens,PROTEIN_CODING,ENSG00000142453
10661,KLF1,KLF transcription factor 1,Homo sapiens,PROTEIN_CODING,ENSG00000105610
10666,CD226,CD226 molecule,Homo sapiens,PROTEIN_CODING,ENSG00000150637
10725,NFAT5,nuclear factor of activated T cells 5,Homo sapiens,PROTEIN_CODING,ENSG00000102908
10747,MASP2,MBL associated serine protease 2,Homo sapiens,PROTEIN_CODING,ENSG00000009724
10856,RUVBL2,RuvB like AAA ATPase 2,Homo sapiens,PROTEIN_CODING,ENSG00000183207
10911,UTS2,urotensin 2,Homo sapiens,PROTEIN_CODING,ENSG00000049247
11035,RIPK3,receptor interacting serine/threonine kinase 3,Homo sapiens,PROTEIN_CODING,ENSG00000129465
11277,TREX1,three prime repair exonuclease 1,Homo sapiens,PROTEIN_CODING,ENSG00000213689
116085,SLC22A12,solute carrier family 22 member 12,Homo sapiens,PROTEIN_CODING,ENSG00000197891
1184,CLCN5,chloride voltage-gated channel 5,Homo sapiens,PROTEIN_CODING,ENSG00000171365
1192,CLIC1,chloride intracellular channel 1,Homo sapiens,PROTEIN_CODING,ENSG00000213719
1215,CMA1,chymase 1,Homo sapiens,PROTEIN_CODING,ENSG00000092009
123,PLIN2,perilipin 2,Homo sapiens,PROTEIN_CODING,ENSG00000147872
1230,CCR1,C-C motif chemokine receptor 1,Homo sapiens,PROTEIN_CODING,ENSG00000163823
1301,COL11A1,collagen type XI alpha 1 chain,Homo sapiens,PROTEIN_CODING,ENSG00000060718
134,ADORA1,adenosine A1 receptor,Homo sapiens,PROTEIN_CODING,ENSG00000163485
136,ADORA2B,adenosine A2b receptor,Homo sapiens,PROTEIN_CODING,ENSG00000170425
148,ADRA1A,adrenoceptor alpha 1A,Homo sapiens,PROTEIN_CODING,ENSG00000120907
1511,CTSG,cathepsin G,Homo sapiens,PROTEIN_CODING,ENSG00000100448
1584,CYP11B1,cytochrome P450 family 11 subfamily B member 1,Homo sapiens,PROTEIN_CODING,ENSG00000160882
1593,CYP27A1,cytochrome P450 family 27 subfamily A member 1,Homo sapiens,PROTEIN_CODING,ENSG00000135929
1643,DDB2,damage specific DNA binding protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000134574
1644,DDC,dopa decarboxylase,Homo sapiens,PROTEIN_CODING,ENSG00000132437
1667,DEFA1,defensin alpha 1,Homo sapiens,PROTEIN_CODING,ENSG00000206047
1759,DNM1,dynamin 1,Homo sapiens,PROTEIN_CODING,ENSG00000106976
1827,RCAN1,regulator of calcineurin 1,Homo sapiens,PROTEIN_CODING,ENSG00000159200
1830,DSG3,desmoglein 3,Homo sapiens,PROTEIN_CODING,ENSG00000134757
1889,ECE1,endothelin converting enzyme 1,Homo sapiens,PROTEIN_CODING,ENSG00000117298
200315,APOBEC3A,apolipoprotein B mRNA editing enzyme catalytic subunit 3A,Homo sapiens,PROTEIN_CODING,ENSG00000128383
200316,APOBEC3F,apolipoprotein B mRNA editing enzyme catalytic subunit 3F,Homo sapiens,PROTEIN_CODING,ENSG00000128394
2071,ERCC3,"ERCC excision repair 3, TFIIH core complex helicase subunit",Homo sapiens,PROTEIN_CODING,ENSG00000163161
2235,FECH,ferrochelatase,Homo sapiens,PROTEIN_CODING,ENSG00000066926
226,ALDOA,"aldolase, fructose-bisphosphate A",Homo sapiens,PROTEIN_CODING,ENSG00000149925
2280,FKBP1A,FKBP prolyl isomerase 1A,Homo sapiens,PROTEIN_CODING,ENSG00000088832
22974,TPX2,TPX2 microtubule nucleation factor,Homo sapiens,PROTEIN_CODING,ENSG00000088325
2304,FOXE1,forkhead box E1,Homo sapiens,PROTEIN_CODING,ENSG00000178919
23135,KDM6B,lysine demethylase 6B,Homo sapiens,PROTEIN_CODING,ENSG00000132510
23213,SULF1,sulfatase 1,Homo sapiens,PROTEIN_CODING,ENSG00000137573
23512,SUZ12,SUZ12 polycomb repressive complex 2 subunit,Homo sapiens,PROTEIN_CODING,ENSG00000178691
23532,PRAME,PRAME nuclear receptor transcriptional regulator,Homo sapiens,PROTEIN_CODING,ENSG00000185686
23643,LY96,lymphocyte antigen 96,Homo sapiens,PROTEIN_CODING,ENSG00000154589
23657,SLC7A11,solute carrier family 7 member 11,Homo sapiens,PROTEIN_CODING,ENSG00000151012
2520,GAST,gastrin,Homo sapiens,PROTEIN_CODING,ENSG00000184502
253260,RICTOR,RPTOR independent companion of MTOR complex 2,Homo sapiens,PROTEIN_CODING,ENSG00000164327
2549,GAB1,GRB2 associated binding protein 1,Homo sapiens,PROTEIN_CODING,ENSG00000109458
2555,GABRA2,gamma-aminobutyric acid type A receptor subunit alpha2,Homo sapiens,PROTEIN_CODING,ENSG00000151834
2572,GAD2,glutamate decarboxylase 2,Homo sapiens,PROTEIN_CODING,ENSG00000136750
25913,POT1,protection of telomeres 1,Homo sapiens,PROTEIN_CODING,ENSG00000128513
26047,CNTNAP2,contactin associated protein 2,Homo sapiens,PROTEIN_CODING,ENSG00000174469
26121,PRPF31,pre-mRNA processing factor 31,Homo sapiens,PROTEIN_CODING,ENSG00000105618
26524,LATS2,large tumor suppressor kinase 2,Homo sapiens,PROTEIN_CODING,ENSG00000150457
27032,ATP2C1,ATPase secretory pathway Ca2+ transporting 1,Homo sapiens,PROTEIN_CODING,ENSG00000017260
